text,label,cardinalidad_vocabulario,Longitud del Comentario,Recuento de Palabras
migrante es migrante toda la vida la izquierda nunca a gobernado vos te fuiste a buscar mejores oportunidades las que tu amado gobiernos de extrema derecha que siempre ha estado el poder nunca te dio aqui te esperamos hermano cuando te limpies los ojos de mierda,0,37,262,46
libertapp llega para proteger a las personas venezolanas migravenezuela httpstcodqtjuf5kmx,0,10,90,10
me dio chance de leer y la verdad ella es la red por total el chamo solo quedo con curiosidad y el no recibir ni un mensaje es atormentados c,0,26,141,30
ya hubieras visto como ese profugo rufian enfrentaba la pandemia sin vacunas hoy no tuvieras el privilegio de escribir con seguridad estarias como beneficiario del bono aparte de ir contra la empresa privada nos dejaba sin trabajo llenos de droga full impuestos otra venezuela,0,39,276,44
ii encuentro nacional de alianza migrante httpstco5vngoks25q,0,7,60,7
la candidata por pk para la prerfectura lee bien el discurso en una entrevista via zoom el problema sera cuando tenga que hacerlo sin papel martha simbana quiere cambiar de institucion es vicealcaldesa y desea estar al frente del gobierno provincial con el felipe olmedo,0,42,270,45
asi decian en venezuela a pesar de los fraudes y robos,0,11,54,11
?sabias que casi three de cada four personas refugiadas y migrantes en ecuador residen en el pais desde hace mas de un ano la mayoria vive en grandes ciudades como quito o guayaquil conoce mas datos en el nuevo reporte de la plataformar4v aqui httpstcoi5kajnp1gr httpstcozia9aazcxn,0,39,281,46
este chamo vive sonando y asi tiene a otro poco de gente creyendo en sus lucubraciones siga haciendole campana a delsa y sonando con ser gobierno en el futuro hay que luchar por sacar a esos hp del gobierno despues se hacen elecciones mientras tanto no,0,40,252,46
columbia pide desplegar guardia nacional ante crisis migratoria en frontera de eeuu httpstcohnr9k6i8nz,0,13,102,13
la frontera venezolana y la colombiana son unos hijueputas,0,8,58,9
chama tu eres demasiado bella no quieres ser modelo webcam xd,0,11,61,11
en mexico rescatan a ninety-eight migrantes que viajaban en un trailer hacia eeuu httpstcodhstobxsm8,0,13,100,14
va de migraciones... httpstconvmidby2b1,0,5,39,4
migravenezuela estos son los puntos mas importantes que debe tener en cuenta sobre la reapertura de la frontera colombovenezolana httpstcoyn4qxkipt0 httpstcoxwhpxpmkfb,0,20,167,21
ya se activo una ruta de accion que contempla la implementacion de nuevos puntos de atencion y nuevos requisitos de inmigracion httpstcoeobpvox2yn,0,18,146,22
les invitamos a la sesion binacional de puentes ciudadanos colombia venezuela un evento donde se discutira la politica de derechos humanos de la poblacion migrante venzolana en el territorio colombiano fecha jueves four de agosto hora forty-six pm lugar teatro edificio a httpstcoilsyjzcdjp,0,37,290,43
plan de choque para agilizar los tramites de los inmigrantes cataluna con record de demoras recibira el mayor numero de trabajadores httpstco1yo5lkqb8g,0,18,151,22
one que paguen lo vencido two papeles a los indocumentados three nuevos pedidos de contado four campamentos de hampones hay trabajo si lo quieren hacer bien pero benedettil de embajador pongan a alguien serio,0,30,208,34
es gracias a las reformas de fujimori averigua como esta la moneda de cuba o venezuela,0,15,86,16
"los pobres y migrantes ademas de para hacerse fotos con ellos en africa o asia tambien valen para trabajar hasta morir mas de six thousand, five hundred trabajadores inmigrantes han muerto en qatar desde su eleccion para celebrar el mundial de futbol de two thousand and twenty-two",0,41,281,47
"ibarra > los venezolanos residentes en imbabura seran parte de la programacion conmemorativa que se realiza hoy desde las one thousand, one hundred detalles httpstcoeggmfqhruo httpstcok1ka7cywm5",0,26,194,26
tranquilo chamo,0,2,15,2
eso es volteo y eso mismo hara el estado en las manos de petro la traicion esta lista petro destruira colombia no necesita de las fuerzas armadas el supone que las fuerzas armadas venezolanas nicaraguenses y cubanas le daran la victoriamuchos a pesar de la traicion seguiran,0,34,274,47
malditos venecos he mierda xq no se regresaran a su pais concha e su madre esos me refiero nunca gente guircha q vive en mi edificion,1,25,133,26
como si restablecer las relaciones diplomaticas solucionara el problema de los venezolanos por eso es que los cogen de pendejos porque no saben ni donde estan parados,1,25,166,27
jajajaj lo usaran para herirte porque si hay algo que sobra en internet es imbeciles refugiados en el anonimato,0,18,111,19
la guerra por el futuro de la humanidad tambien hoy se esta librando en la amazonia venezolanaapoyoalosdefensoresambientalesydeddhh,0,15,131,17
la betty la fea venezolanamala punteria genetica httpstcorfzirddrhe,0,7,67,8
?como puedes saber si una pagina web de inmigracion es una estafa obten mas informacion al respecto en nuestro helpcentre httpstcozyzink5s7a httpstco5sihlpxhku,0,22,159,22
si al mesias le importa un cxxx incumplirles cira a eight hundred alcaldes imaginen cuanto le importa fifty millones de colombianos y three millones de venezolanos sigan creyendo,0,24,178,28
icbf firmo convenio con japon y el bid para atender a ninez migrante venezolana migravenezuela httpstcoxsyoekh8na,0,16,113,16
una chama reclamandole a un nobel jajaja que payasa,0,9,51,9
chamo que memoria pero aun faltan two meses completos de temporada,0,11,66,11
en el barrio ya todos son venecos jajajajajajjajajajajajaja,1,8,59,8
la inesperada ayuda a los refugiados ucranianos httpstcodpbo89jmzv httpstcojmkqf3ggfy,0,9,85,9
hayjusticia condenadas dos extranjeras por el homicidio de un ciudadano venezolano las dos mujeres estan implicadas en la muerte con arma blanca de mario astolfo gonzalez romero de thirty-one anos quien perdio la vida tras ser herido en el cuello httpstcobyuohzajxj,0,35,265,41
y alimentacion y movilidad escolar asi mismo para salud seran otros two hundred and thirty-eight mil millones thirty en promocion y prevencion de salud publica pago de atencion en salud a poblacion migrante y fortalecimiento de la red distrital de servicios de salud,0,32,266,43
eso mismose decia en two thousand and ten hasta que hubo lo del precio de petroleos y habian migraciones masivas,0,20,112,20
en barranca hay una museo al traidor y carnicero de america simon bolivar como siempre los venekos ensalzando la principal figura de su pais,0,23,140,24
los lideres opositores y sus equipos de trabajo siguen pensando que tiktok es una plataforma para chamos que no votan un grave error en todos los sentidos,0,25,154,27
httpstcomkjb2ylohv este noo,0,3,27,3
migravenezuela migrante venezolano asi puede prevenir el contagio de viruela del mono o puede actuar si tiene algun sintoma de contagio httpstcowhaj4i8rri httpstcoawe4ngjr5b,0,20,173,23
veneco malparido httpstco0pwjp0nvta,1,3,35,3
hoy clase con migracion venezolana debates contemporaneos con httpstcojlyck3qzo3,0,8,80,9
nacho ni llora al menos q se heche agua al ojo para creerle solo esta utilizando a las fans de la venezolana,0,21,108,22
en venezuela tambien dejaron libres a todos los criminales,0,9,58,9
migrante y su bebe casi mueren en un rio del tapon del darien intentando cruzar hacia panama nacion httpstcoj7gw4dfckz,0,18,118,19
el asesinado es de nacionalidad venezolana estaba cerrando las puertas de una barberia cuando fue atacado por tres hombres que se movilizaban en un auto policia investiga si tiene relacion con los hechos violentos suscitados en esta semana en la provincia santaelena httpstcoixdyh5lezg,0,40,285,43
la inmensa mayoria de esos aparatejos son manejados por irresponsables extranjerossabemos quienes son que indocumentados exigen derechos que por supuesto no tienen y para protestar destruyen buses del tm sin que nadie los meta en cintura mano dura con ellos y hagamonos respetar,1,38,278,43
por que no hablan de la diaspora venezolana por toda sudamerica han hecho que su pueblo recorra a pie toda la region han sumido a su gente en la miseria y desocupacion aca en ecuador viven en la indigencia mendigando en las calles y buses miserables,0,33,249,46
soy ecuatoriano y te dire que para mi venezuela tiene el mejor nivel actualmente en sudamerica,0,16,94,16
"no te pierdas este domingo la ""feria de integracion"" habra una jornada de regularizacion atencion medica gratuita para peruanos refugiados y migrantes vacunacion y muchas actividades !pasa la voz esto es posible gracias al invaluable apoyo de httpstcoqsex7z5zfv",0,37,261,38
migracion de juveniles en este mercado !mucha suerte a todos httpstcot7vumhfkaw,0,12,79,11
de tantos libros que deje en casa mi hijo escogio leer mente humana cinco enigmas cien preguntas de david casacuberta ese chamo no deja de sorprenderme vainasmias,0,25,162,27
asi como cuando tu hija liliana participa en el podcast de two chamos venezolanos en bogota una y nos vamosse lo recomiendo esta buenisimo y se suscriben apoyando lo nuestro httpstcop9qxqrbqhk httpstcofvxpdnhnpy httpstco17oxry5lvu,0,30,230,33
leyendo los comentarios que le hacen a los comentarios de sobre los inmigrantes y se percibe que la gente nunca dejara de tener la ultima palabra,0,20,145,26
pero estados unidos es un pais de inmigrantes lo que pasa es que los latinoamericanos somos en su mayoria de piel oscura y ese es el problema para ellos porque a los inmigrantes europeos los recibieron con los brazos abiertos asi como en otros paises de este continente,0,38,269,48
q vuelvan las fondasy se maten hartos weonestotal entre chilenos y venecos somos muchos,0,14,87,14
con ello se incrementan los estigmas existentes sobre la poblacion migrante y refugiada exacerbando la discriminacion y xenofobia,0,16,129,18
pero ese almuerzo es un corrientazo o ejecutivoaqui en colombia aun se puede pagar un almuerzo con un solo billete y te dan vuelto aunq yo soy venezolano,0,25,153,28
me sorprende q los altos mandos d la pnpno se hayan manifestado respecto al libre ingreso sin ningun tipo d filtro d sujetos indocumentadosla mayoria d prontuariados delincuentes d procedencia venezolana q no vienen a trabajar sino a delinquirderramand sangre inocente d la pnp,1,36,277,44
chama es que pienso mil cosas siempre jajajaja creo que voy a empezar a documentarlo para mi propia motivacion y ver que pasa,0,20,125,23
perdonar chamo,0,2,14,2
judicial la funcion de esta asamblea es generar estrategias para combatir la criminalidad organizada lavado de activos el trafico de migrantes afectaciones ilegales a los recursos naturales entre otros - colmundo radio httpstcorcmpu4i4t0 fiscalia iberoamerica,0,32,259,35
"""fallecieron sixteen personas entre ellas five mujeres y eleven varones trece de nacionalidad venezolana un nicaraguense y dos pendientes de identificacion"" detallo en un comunicado httpstcoehsg71vgcr",0,25,200,26
los politicos tienen asfixiada cataluna con la inmigracion tenemos casi el triple de inmigracion que cualquier otra comunidad espanola porque es para quitarnos nuestro idioma y nuestra identidad los politicos espanoles siguen siendo unos franquistas unos fascistas retrogrados,1,34,276,38
no chama nada que ver jajaja yo le exprimo limon pero si es rico si pasa,0,15,72,16
conviven de forma civilizada sin molestar a nadie los racistas sois vosotros los que justificais al delicuente por el mero echo de ser inmigrante,1,22,145,24
son todos venezolanos que opinara el api,0,7,40,7
"""una discusion por una mascota termino en tragedia para un migrante cuencano que se fue a los angeles hace dos anos"" httpstcoz73hwwunmn",0,23,135,22
ivan marquez estaria en estado vegetativo segun fuente militar venezolana httpstcoani60fmfjc,0,11,92,11
fiestas patrias two thousand and twenty-two conoce los vacunatorios del minsa essalud y las oficinas de migraciones que atenderan este feriado largo httpstco01egjgni7e,0,23,167,23
cierto cierto tiene razon la chama,0,5,34,6
y veneco httpstcod40pavtj09,1,3,27,3
explicale eso a los mas de un millon de venezolanos que vinieron a colombia huyendo del regimen venezolano,0,16,106,18
